date,MU,AABA,AAPL,VEON,INTC
2/25/2013,7.93,20.73,63.2571,11.79,20.23
2/26/2013,7.955,20.76,64.1386,11.61,20.58
2/27/2013,8.18,21.16,63.51,11.81,20.93
2/28/2013,8.375,21.305,63.0571,11.94,20.88
3/1/2013,8.25,21.94,61.4957,11.95,21.03
3/4/2013,8.4,22.7,60.0071,11.81,21.27
3/5/2013,8.73,22.95,61.592,12.12,21.51
3/6/2013,8.65,22.8,60.8088,12.5,21.75
3/7/2013,8.94,22.7,61.5117,12.41,21.89
3/8/2013,9.2,22.9,61.6743,12.24,21.58
3/11/2013,9.345,22.6,62.5528,12.26,21.69
3/12/2013,9.32,22.4,61.2043,12.08,21.64
3/13/2013,9.51,22.34,61.1928,12.01,21.655
3/14/2013,9.685,22.43,61.7857,11.99,21.65
3/15/2013,9.37,22.07,63.38,11.77,21.375
3/18/2013,9.18,22.01,65.1028,11.47,21.26
3/19/2013,9.24,22.17,64.9271,11.57,21.14
3/20/2013,9.31,22.095,64.5828,11.77,21.18
3/21/2013,9.07,22.86,64.6757,11.71,21.04
3/22/2013,10.04,23.26,65.9871,11.85,21.33
3/25/2013,9.88,23.38,66.2257,11.67,21.15
3/26/2013,9.92,23.59,65.8766,11.64,21.765
3/27/2013,9.96,23.59,64.5828,11.8,21.83
3/28/2013,9.975,23.529,63.2371,11.89,21.835
4/1/2013,9.38,23.5,61.2728,11.94,21.43
4/2/2013,9.3,23.78,61.3988,12.28,21.455
4/3/2013,9.1,23.38,61.7128,11.89,21.05
4/4/2013,9.31,23.52,61.1028,11.55,21.135
4/5/2013,9.31,23.3,60.4571,11.69,20.94
4/8/2013,9.39,23.48,60.8871,11.73,21.09
4/9/2013,9.57,23.83,60.9971,11.94,21.75
4/10/2013,10.085,24.2,62.2414,11.98,22.26
4/11/2013,9.98,24.485,62.0471,12.03,21.825
4/12/2013,10.01,24.69,61.4,12.28,21.675
4/15/2013,9.56,23.98,59.9786,12,21.38
4/16/2013,9.87,23.79,60.8914,12.13,21.915
4/17/2013,9.39,23.7,57.5428,11.98,21.93
4/18/2013,9.23,23.261,56.0071,12.37,22.24
4/19/2013,9.35,23.47,55.79,12.42,22.44
4/22/2013,9.31,23.95,56.9528,12.3,22.88
4/23/2013,9.42,24.38,58.0186,12.23,23.375
4/24/2013,9.415,24.75,57.9231,12.25,23.66
4/25/2013,9.53,25.2,58.34,11.53,23.38
4/26/2013,9.43,24.68,59.6007,11.27,23.4
4/29/2013,9.35,24.43,61.4457,11.08,23.76
4/30/2013,9.42,24.73,63.2543,10.95,23.95
5/1/2013,9.2,24.3,62.7557,10.92,23.99
5/2/2013,9.32,24.97,63.6457,10.72,24.11
5/3/2013,9.63,25.07,64.2828,10.7,23.96
5/6/2013,9.76,25.17,65.8157,10.72,23.91
5/7/2013,9.97,26.07,65.5226,10.8,24.15
5/8/2013,10.235,26.41,66.2628,11.21,24.25
5/9/2013,10.711,26.24,65.2528,11.13,24.36
5/10/2013,10.82,26.83,64.71,11.29,24.5
5/13/2013,10.66,26.39,64.9628,11.25,24.08
5/14/2013,10.65,26.64,63.4086,11.31,23.84
5/15/2013,10.87,27.34,61.2643,10.95,24.2
5/16/2013,11.06,26.58,62.0826,10.7,23.94
5/17/2013,11.31,26.52,61.8943,10.7,24.04
5/20/2013,11.21,26.58,63.2757,10.81,24.08
5/21/2013,11.23,27,62.8086,10.91,24.15
5/22/2013,10.92,26.54,63.0506,10.63,24.07
5/23/2013,11.39,26.02,63.1628,10.48,24.05
5/24/2013,11.59,26.33,63.5928,10.39,23.923
5/28/2013,11.78,26.07,63.0627,10.42,24.08
5/29/2013,11.83,25.81,63.5643,10.3,24.27
5/30/2013,11.89,26.33,64.5114,10.1,24.21
5/31/2013,11.68,26.3,64.2478,9.95,24.28
6/3/2013,11.73,26.39,64.3886,9.93,25.24
6/4/2013,11.71,26.26,64.1871,9.83,25.36
6/5/2013,12.02,25.75,63.5871,9.76,24.7
6/6/2013,12.35,26.21,62.6371,9.65,24.65
6/7/2013,12.65,27.04,63.1158,9.91,24.59
6/10/2013,12.95,26.74,62.6986,9.97,25.01
6/11/2013,12.81,26.4,62.5143,9.89,24.71
6/12/2013,12.489,25.89,61.7414,9.89,24.46
6/13/2013,12.91,26.37,62.2807,10.04,24.99
6/14/2013,12.76,26.28,61.4357,10.24,24.92
6/17/2013,13.24,26.54,61.7143,10.21,25.1
6/18/2013,13.75,26.66,61.6814,10.39,25.465
6/19/2013,13.97,26.24,60.4286,10.29,25
6/20/2013,13.535,25.35,59.5483,9.99,24.185
6/21/2013,13.9,25.19,59.0714,9.85,24.195
6/24/2013,13.46,24.065,57.5057,9.68,23.58
6/25/2013,13.75,24.955,57.5186,9.74,23.88
6/26/2013,14.175,25.285,56.8671,9.83,24.005
6/27/2013,14.34,25.47,56.2543,10.2,24.05
6/28/2013,14.33,25.13,56.6471,10.06,24.23
7/1/2013,14.27,25.24,58.46,10.08,23.886
7/2/2013,14.31,24.99,59.7843,9.96,23.72
7/3/2013,14.14,25.59,60.1143,9.79,23.762
7/5/2013,14.31,25.68,59.6314,9.97,24.06
7/8/2013,14.03,25.525,59.2928,9.91,23.185
7/9/2013,13.135,26.675,60.3357,9.89,23.135
7/10/2013,12.55,26.56,60.1043,9.96,23.25
7/11/2013,12.7,27.04,61.0411,10.16,23.99
7/12/2013,12.69,27.23,60.93,10.38,23.9
7/15/2013,13.07,27.34,61.0628,10.45,23.94
7/16/2013,13.38,26.88,61.4564,10.4,24.25
7/17/2013,13.59,29.66,61.4728,10.41,24.15
7/18/2013,13.69,29.66,61.6797,10.37,23.244
7/19/2013,13.73,29.11,60.7071,10.45,23.04
7/22/2013,13.83,27.86,60.9014,10.4,22.77
7/23/2013,13.64,27.36,59.8557,10.64,22.75
7/24/2013,13.105,27.84,62.93,10.55,22.93
7/25/2013,13.29,28.27,62.6428,10.37,23.06
7/26/2013,12.59,28.11,62.9986,10.28,23.26
7/29/2013,12.47,27.929,63.97,10.16,23.24
7/30/2013,12.6,28.05,64.76,10.03,23.38
7/31/2013,13.24,28.09,64.6471,10.01,23.335
8/1/2013,13.575,27.96,65.2394,10.08,23.2
8/2/2013,13.5,27.65,66.0771,10.01,23.22
8/5/2013,14.174,27.67,67.0643,9.98,22.924
8/6/2013,14.14,27.32,66.4643,9.88,22.8
8/7/2013,13.81,27.39,66.4257,10.32,22.7
8/8/2013,13.95,27.48,65.8586,10.64,22.45
8/9/2013,13.99,27.68,64.9214,10.7,22.51
8/12/2013,13.83,28.35,66.7657,10.61,22.64
8/13/2013,14.97,28.34,69.9386,10.74,22.52
8/14/2013,14.82,28.05,71.2143,10.72,22.57
8/15/2013,14.13,27.142,71.13,10.75,22.03
8/16/2013,14.005,27.32,71.7614,10.84,21.915
8/19/2013,13.8,26.91,72.5343,10.78,22.28
8/20/2013,13.8,27.12,71.5814,10.8,22.523
8/21/2013,13.63,27.06,71.7657,10.76,22.17
8/22/2013,13.86,27.9,71.8514,10.81,22.26
8/23/2013,13.86,27.99,71.5743,11.02,22.44
8/26/2013,13.78,27.705,71.8528,11.07,22.275
8/27/2013,13.179,27.001,69.7986,10.8,22.191
8/28/2013,13.24,27.11,70.128,10.82,22.285
8/29/2013,13.57,27.3,70.2428,10.79,22.06
8/30/2013,13.57,27.12,69.6023,10.73,21.98
9/3/2013,14.01,27.78,69.7971,10.72,22.067
9/4/2013,14.753,28.07,71.2416,10.73,22.635
9/5/2013,15.17,28.23,70.7528,11.03,22.6
9/6/2013,15.26,28.17,71.1743,10.94,22.67
9/9/2013,15.615,29.24,72.31,11.05,22.91
9/10/2013,16.26,29.48,70.6628,11.22,22.985
9/11/2013,16.49,29.19,66.8157,11.36,22.81
9/12/2013,16.2,29.65,67.5271,11.17,22.63
9/13/2013,16.205,29.26,66.4143,11.18,23.44
9/16/2013,16.44,29.62,64.3028,11.21,23.39
9/17/2013,16.84,30,65.0457,11.17,23.74
9/18/2013,17.265,30.435,66.3828,11.24,23.9
9/19/2013,17.161,31.03,67.4714,11.29,23.915
9/20/2013,17.23,30.925,66.7728,11.289,23.769
9/23/2013,17.05,30.26,70.0914,11.16,23.62
9/24/2013,17.04,31.27,69.8714,11.28,23.705
9/25/2013,16.97,31.34,68.79,11.25,23.7
9/26/2013,17.47,32.75,69.46,11.22,23.41
9/27/2013,17.62,33.55,68.9643,11.26,22.98
9/30/2013,17.469,33.17,68.1071,11.75,22.921
10/1/2013,17.61,34.31,69.7086,12.45,22.83
10/2/2013,17.665,34.14,69.9371,12.57,22.885
10/3/2013,18.015,33.875,69.0586,12.4,22.6
10/4/2013,18.47,34.89,69.0043,12.4,22.81
10/7/2013,18.485,34.14,69.6786,12.45,22.83
10/8/2013,17.925,32.93,68.7057,12.29,22.48
10/9/2013,18.15,33.01,69.5126,12.34,22.59
10/10/2013,18.43,33.87,69.9483,12.48,23.1
10/11/2013,16.84,34.15,70.4017,12.28,23.255
10/14/2013,17.07,34,70.8628,12.37,23.45
10/15/2013,16.92,33.38,71.24,12.37,23.39
10/16/2013,16.96,33.089,71.5877,12.87,23.695
10/17/2013,17.145,32.745,72.0714,12.93,23.92
10/18/2013,17.029,33.431,72.6985,13.11,23.875
10/21/2013,16.565,34.06,74.4803,13.17,24.135
10/22/2013,16.76,33.94,74.2668,13.78,24.071
10/23/2013,16.551,33.1,74.9943,14.11,23.735
10/24/2013,16.83,33.08,75.9871,14.01,23.78
10/25/2013,16.58,32.25,75.1368,14.24,24.235
10/28/2013,16.72,32.35,75.6965,14.06,24.36
10/29/2013,17.495,33.169,73.8111,14.22,24.523
10/30/2013,17.39,32.57,74.9851,14.55,24.495
10/31/2013,17.68,32.94,74.6717,14.39,24.47
11/1/2013,17.575,33.181,74.29,14.31,24.325
11/4/2013,17.89,33.19,75.25,14.54,24.255
11/5/2013,17.67,32.97,75.0641,14.33,24.03
11/6/2013,17.5,32.88,74.4171,13.5,24.245
11/7/2013,17.719,32.11,73.2131,13.4,24.059
11/8/2013,18.105,33.12,74.3657,13.49,24.09
11/11/2013,18.27,33.815,74.1497,13.14,24.169
11/12/2013,18.63,34.07,74.2871,12.73,24.43
11/13/2013,18.92,35.105,74.3763,12.82,24.6
11/14/2013,19.19,35.69,75.4514,12.47,24.385
11/15/2013,19.461,35.47,74.9987,12.41,24.52
11/18/2013,19.29,34.975,74.0898,12.4,24.6
11/19/2013,19.06,34.63,74.2214,12.3,24.7
11/20/2013,18.8,35.62,73.5714,12.05,24.56
11/21/2013,19.99,36.3,74.448,12.19,25.23
11/22/2013,20.19,36.49,74.2571,12.38,23.87
11/25/2013,19.86,36.29,74.82,12.01,23.75
11/26/2013,20.31,36.64,76.2,12.14,23.65
11/27/2013,21.17,36.96,77.9943,12.18,23.9
11/29/2013,21.1,36.98,79.4385,12.28,23.84
12/2/2013,21.27,37.01,78.7471,12.24,23.7
12/3/2013,21.83,36.56,80.9031,12.36,23.55
12/4/2013,21.759,38.13,80.7143,12.06,23.74
12/5/2013,21.65,38.87,81.1287,11.75,24.26
12/6/2013,22.31,38.86,80.0028,12.06,24.82
12/9/2013,23.12,38.87,80.9185,11.96,24.93
12/10/2013,23.14,40.22,80.7928,12.04,24.82
12/11/2013,22.5,39.155,80.1943,11.99,24.42
12/12/2013,22.54,39.35,80.0771,12.08,24.47
12/13/2013,23.08,39.73,79.2043,12.14,24.29
12/16/2013,22.77,39.73,79.6428,12.27,24.45
12/17/2013,22.92,39.51,79.2843,12.34,24.655
12/18/2013,21.81,40.04,78.6814,12.34,25.15
12/19/2013,21.62,40.2,77.78,12.24,25.14
12/20/2013,22.17,40.12,78.4314,12.3,25.055
12/23/2013,21.49,40.77,81.4414,12.63,25.32
12/24/2013,21.82,40.85,81.0957,12.77,25.43
12/26/2013,21.74,40.65,80.5571,12.8,25.7
12/27/2013,21.52,40.49,80.0128,12.97,25.6
12/30/2013,21.3,40.2,79.2171,12.81,25.85
12/31/2013,21.75,40.44,80.1457,12.94,25.955
1/2/2014,21.66,39.59,79.0185,12.8,25.79
1/3/2014,20.97,40.12,77.2828,12.4,25.78
1/6/2014,20.67,39.93,77.7043,12.32,25.46
1/7/2014,21.73,40.92,77.1482,12.52,25.585
1/8/2014,23.87,41.02,77.6371,12.34,25.43
1/9/2014,23.24,40.92,76.6455,12.07,25.31
1/10/2014,23.71,41.23,76.1343,12.05,25.53
1/13/2014,23.33,39.99,76.5328,12.24,25.5
1/14/2014,23.67,41.14,78.0557,12.45,26.51
1/15/2014,23.33,41.07,79.6228,12.5,26.67
1/16/2014,23.13,40.34,79.1785,12.39,26.54
1/17/2014,22.38,40.01,77.2385,12.43,25.85
1/21/2014,23.12,39.52,78.4385,12.34,25.59
1/22/2014,23.65,40.18,78.7871,12.38,25.31
1/23/2014,23.64,39.39,79.4543,12.42,25.13
1/24/2014,22.92,37.91,78.01,11.6,24.81
1/27/2014,22.9,36.65,78.6428,11.63,24.72
1/28/2014,23.05,38.22,72.3571,10.14,24.9
1/29/2014,22.71,34.89,71.5357,9.65,24.68
1/30/2014,23.45,35.31,71.3974,9.68,24.74
1/31/2014,23.04,36.008,71.5143,9.69,24.54
2/3/2014,22.81,34.9,71.6471,9.44,23.95
2/4/2014,23,35.66,72.6843,9.48,23.82
2/5/2014,23.31,35.49,73.2271,9.45,23.52
2/6/2014,24.11,36.24,73.2157,9.6,23.99
2/7/2014,24.51,37.23,74.24,10.03,24.205
2/10/2014,24.87,37.76,75.57,9.98,24.29
2/11/2014,24.71,38.5,76.5657,9.98,24.47
2/12/2014,24.89,38.11,76.56,9.98,24.55
2/13/2014,24.91,38.52,77.7757,10.04,24.7
2/14/2014,25.08,38.23,77.7128,10.2,24.755
2/18/2014,25.42,38.305,77.9985,10.13,24.76
2/19/2014,25.42,37.81,76.7671,10,24.5
2/20/2014,25.49,37.79,75.8785,10.22,24.74
2/21/2014,25.08,37.29,75.0357,10.33,24.42
2/24/2014,24.75,37.42,75.3643,10.33,24.63
2/25/2014,24.255,37.26,74.58,10.22,24.62
2/26/2014,24.22,37.62,73.9071,10.07,24.8
2/27/2014,24.19,38.47,75.3814,10.2,24.76
2/28/2014,24.19,38.67,75.1771,10.16,24.76
3/3/2014,24.48,38.25,75.3943,9.65,24.5
3/4/2014,25.11,39.63,75.8914,9.82,24.61
3/5/2014,24.83,39.5,76.0514,9.8,24.5
3/6/2014,24.77,39.66,75.8214,9.49,24.63
3/7/2014,24.42,38.6999,75.7771,8.99,24.64
3/10/2014,24.85,38.05,75.8457,9.09,24.84
3/11/2014,24.67,37.56,76.5843,8.85,24.73
3/12/2014,24.84,37.5,76.6585,8.79,24.76
3/13/2014,24.11,37.23,75.8071,8.54,24.57
3/14/2014,23.96,37.6,74.9557,8.76,24.5
3/17/2014,23.93,39.11,75.2485,8.77,24.7
3/18/2014,24.49,39.45,75.9143,8.96,24.82
3/19/2014,23.98,38.61,75.8943,9.06,25.02
3/20/2014,24.01,37.77,75.5285,8.97,25.425
3/21/2014,23.66,37.94,76.1243,8.89,25.17
3/24/2014,23.48,36.68,77.0271,8.571,25.12
3/25/2014,23.53,35.93,77.8557,8.65,25.46
3/26/2014,22.83,35.45,77.1114,8.865,25.3772
3/27/2014,22.24,35.59,76.78,8.78,25.31
3/28/2014,21.91,35.9,76.6943,8.73,25.62
3/31/2014,23.66,35.9,76.6771,9.03,25.814
4/1/2014,24.44,36.49,77.3785,9.05,25.99
4/2/2014,24.35,36.64,77.5071,9.05,25.89
4/3/2014,24,35.76,76.97,8.93,26.41
4/4/2014,22.58,34.26,75.9743,8.55,26.16
4/7/2014,21.71,33.07,74.7814,8.46,26.485
4/8/2014,22.21,33.83,74.7771,8.47,26.91
4/9/2014,22.6,34.87,75.76,8.42,26.98
4/10/2014,21.68,33.4,74.7828,8.22,26.425
4/11/2014,21.13,32.8684,74.23,8.3,26.1799
4/14/2014,21.9,33.445,74.5257,8.19,26.56
4/15/2014,22.17,34.21,73.9942,7.96,26.77
4/16/2014,22.48,36.35,74.1443,8.29,26.93
4/17/2014,23.91,36.38,74.9914,9,27.04
4/21/2014,25.32,36.4,75.8814,9.25,26.95
4/22/2014,26.18,36.14,75.957,9.05,26.84
4/23/2014,26.25,35.44,74.9643,8.8,26.75
4/24/2014,26.16,35.24,81.11,8.67,26.75
4/25/2014,25.26,34.48,81.7057,8.19,26.26
4/28/2014,24.58,33.99,84.87,8.31,26.33
4/29/2014,25.1,35.83,84.6185,8.34,26.48
4/30/2014,26.12,35.95,84.2985,8.4,26.69
5/1/2014,26.25,36.51,84.4971,8.36,26.45
5/2/2014,26.31,36.87,84.6543,8.28,26.41
5/5/2014,26.74,36.91,85.8514,8.06,26.17
5/6/2014,26.68,36.49,84.9157,8.13,26.2
5/7/2014,26.415,34.07,84.6185,8.34,26.37
5/8/2014,26.93,33.92,83.9985,8.085,26.34
5/9/2014,26.84,33.76,83.6489,8.22,26.3
5/12/2014,27.51,34.45,84.69,8.31,26.37
5/13/2014,27.63,34.4,84.8228,8.26,26.45
5/14/2014,26.86,34.17,84.8385,7.81,26.33
5/15/2014,25.86,33.8,84.1171,7.59,26.01
5/16/2014,26.03,33.41,85.3585,7.73,25.82
5/19/2014,26.94,33.89,86.37,7.88,26.04
5/20/2014,26.55,33.87,86.3871,7.83,26.04
5/21/2014,26.99,34.36,86.6157,7.898,26.2
5/22/2014,27.17,34.7,86.7528,7.91,26.15
5/23/2014,27.33,35.02,87.7328,8.11,26.289
5/27/2014,28.06,35.12,89.3757,8.27,26.71
5/28/2014,28.61,34.78,89.1443,8.3,26.88
5/29/2014,28.579,34.9,90.7685,8.36,26.96
5/30/2014,28.59,34.65,90.4285,8.37,27.32
6/2/2014,28.66,34.87,89.8071,8.48,27.26
6/3/2014,28.67,34.65,91.0771,8.39,27.66
6/4/2014,28.97,34.73,92.1171,8.66,27.6
6/5/2014,29.04,34.94,92.4785,8.8,27.66
6/6/2014,29.54,35.92,92.2243,8.9,28.17
6/9/2014,29,36.04,93.7,8.93,27.91
6/10/2014,29.51,36.31,94.25,8.88,28.24
6/11/2014,30.99,36.63,93.86,8.72,27.93
6/12/2014,30.855,36.78,92.29,8.78,27.96
6/13/2014,31.17,36.94,91.28,8.44,29.87
6/16/2014,31.91,34.81,92.2,8.33,30.01
6/17/2014,32.25,34.43,92.08,8.37,29.95
6/18/2014,32.06,34.94,92.18,8.47,29.93
6/19/2014,31.81,34.68,91.86,8.61,30.09
6/20/2014,31.85,34.05,90.91,8.56,30.2
6/23/2014,31.26,33.64,90.83,8.68,30.23
6/24/2014,32.5,33.477,90.28,8.48,30.5
6/25/2014,32.34,33.25,90.36,8.51,30.88
6/26/2014,32,33.66,90.9,8.56,30.78
6/27/2014,31.51,34.25,91.98,8.51,30.93
6/30/2014,32.95,35.13,92.93,8.4,30.9
7/1/2014,33.98,35.35,93.52,8.45,30.98
7/2/2014,33.76,35.88,93.48,8.56,30.98
7/3/2014,33.73,36.14,94.03,8.7,31.14
7/7/2014,32.86,35.52,95.968,8.64,31.03
7/8/2014,33.13,34.53,95.35,8.66,30.79
7/9/2014,32.89,34.85,95.39,8.69,30.89
7/10/2014,32.77,34.93,95.035,8.68,31.26
7/11/2014,32.8,35.43,95.22,8.67,31.25
7/14/2014,33.59,35.7,96.45,8.57,31.49
7/15/2014,34.02,35.61,95.32,8.44,31.71
7/16/2014,34.64,33.79,94.78,8.98,34.65
7/17/2014,33.0501,33.21,93.0899,8.7,33.7
7/18/2014,33.15,33.33,94.43,8.53,33.7
7/21/2014,33.07,33.28,93.939,8.11,34.06
7/22/2014,33.63,33.6,94.72,8.12,34.7901
7/23/2014,33.68,34.71,97.19,8.16,34.5
7/24/2014,33.88,36.17,97.03,8.29,34.25
7/25/2014,33.42,36.12,97.671,8.33,34.25
7/28/2014,31.98,35.9,99.02,8.4,34.23
7/29/2014,32.13,35.68,98.38,8.26,34.19
7/30/2014,32.53,36.6,98.15,8.38,34.35
