date,MU,AABA,AAPL,VEON,INTC
8/23/2016,16.18,42.6,108.85,4.26,35.4
8/24/2016,15.51,41.91,108.03,4.25,35.15
8/25/2016,16.2,42.03,107.57,4.17,35.09
8/26/2016,16.51,42.27,106.94,4.18,35.26
8/29/2016,16.91,42.26,106.82,4.34,35.55
8/30/2016,16.74,42.58,106,4.32,35.7
8/31/2016,16.49,42.75,106.1,4.27,35.89
9/1/2016,16.64,42.93,106.73,4.17,36.02
9/2/2016,16.7,43.28,107.73,4.35,36.08
9/6/2016,17.01,44.71,107.7,4.25,36.57
9/7/2016,17.16,44.35,108.36,4.18,36.46
9/8/2016,17.45,44.36,105.52,4.19,36.44
9/9/2016,16.81,42.92,103.13,3.9,35.44
9/12/2016,17.15,43.46,105.44,3.63,36.08
9/13/2016,16.75,43.04,107.95,3.41,35.61
9/14/2016,16.93,43.46,111.77,3.33,35.62
9/15/2016,17.45,43.99,115.57,3.63,36.56
9/16/2016,17.48,43.67,114.92,3.4,37.67
9/19/2016,16.95,43.19,113.58,3.4,37.16
9/20/2016,16.92,42.79,113.57,3.41,37.14
9/21/2016,17.66,44.14,113.55,3.53,37.45
9/22/2016,17.59,44.15,114.62,3.57,37.55
9/23/2016,17.48,42.8,112.71,3.54,37.19
9/26/2016,17.36,42.29,112.88,3.57,36.65
9/27/2016,18,43.37,113.09,3.51,37.18
9/28/2016,17.44,43.69,113.95,3.57,37.44
9/29/2016,17.54,42.57,112.18,3.49,37.32
9/30/2016,17.78,43.1,113.05,3.48,37.75
10/3/2016,17.73,43.13,112.52,3.51,37.66
10/4/2016,17.8,43.18,113,3.48,37.54
10/5/2016,17.7,43.71,113.05,3.44,37.99
10/6/2016,17.73,43.68,113.89,3.44,38.07
10/7/2016,17.61,43.22,114.06,3.38,38.1
10/10/2016,17.5,43.92,116.05,3.39,38.02
10/11/2016,16.86,42.68,116.3,3.305,37.27
10/12/2016,16.78,42.36,117.34,3.33,37.13
10/13/2016,16.85,41.62,116.98,3.34,36.97
10/14/2016,17.13,41.44,117.63,3.27,37.45
10/17/2016,16.99,41.79,117.55,3.21,37.29
10/18/2016,17.41,41.68,117.47,3.26,37.75
10/19/2016,17.215,42.73,117.12,3.25,35.51
10/20/2016,17.205,42.38,117.06,3.18,35.43
10/21/2016,16.94,42.17,116.6,3.21,35.15
10/24/2016,17.06,42.59,117.65,3.14,35.26
10/25/2016,17.54,42.55,118.25,3.22,35.1
10/26/2016,17.64,42.08,115.59,3.17,34.92
10/27/2016,17.53,41.87,114.48,3.15,34.81
10/28/2016,17.2,41.78,113.72,3.22,34.74
10/31/2016,17.16,41.55,113.54,3.34,34.87
11/1/2016,16.98,41.33,111.49,3.37,34.52
11/2/2016,16.68,40.68,111.59,3.3,34.6
11/3/2016,16.62,40.23,109.83,3.47,33.93
11/4/2016,16.68,40.28,108.84,3.38,33.61
11/7/2016,17.375,41.05,110.41,3.4,34.69
11/8/2016,17.41,41.16,111.06,3.41,34.74
11/9/2016,17.2,41.21,110.88,3.47,34.75
11/10/2016,16.99,40.16,107.79,3.41,34.5
11/11/2016,17.67,40.42,108.43,3.38,34.61
11/14/2016,17.71,39.3,105.71,3.34,34.48
11/15/2016,18.1,40.21,107.11,3.32,34.91
11/16/2016,18.24,40.98,109.99,3.32,34.84
11/17/2016,19.18,41.45,109.95,3.29,35.02
11/18/2016,19.21,41.19,110.06,3.3,34.95
11/21/2016,19.49,41.11,111.73,3.27,34.98
11/22/2016,19.74,41.01,111.8,3.23,35.48
11/23/2016,19.91,40.96,111.23,3.35,35.2
11/25/2016,20.13,40.87,111.79,3.34,35.44
11/28/2016,19.99,41.45,111.57,3.3,35.51
11/29/2016,19.42,41.6,111.46,3.28,35.31
11/30/2016,19.53,41.02,110.52,3.36,34.7
12/1/2016,18.48,39.63,109.49,3.39,33.76
12/2/2016,18.79,40.07,109.9,3.42,34.16
12/5/2016,18.61,40.2,109.11,3.48,34.39
12/6/2016,19.06,39.97,109.95,3.51,34.72
12/7/2016,20.44,40.52,111.03,3.65,35.5
12/8/2016,20.66,41.41,112.12,3.67,35.7
12/9/2016,20.5,41.76,113.95,3.64,35.76
12/12/2016,20.02,41.3,113.3,3.845,35.97
12/13/2016,20.13,41.47,115.19,3.98,36.8
12/14/2016,20.02,40.91,115.19,3.84,36.55
12/15/2016,20.29,38.41,115.82,3.76,36.79
12/16/2016,20.27,38.61,115.97,3.79,36.31
12/19/2016,20.35,38.42,116.64,3.8,36.89
12/20/2016,20.65,39.16,116.95,3.79,37.21
12/21/2016,20.58,39.15,117.06,3.84,36.98
12/22/2016,23.19,38.5,116.29,3.82,36.93
12/23/2016,23.26,38.66,116.52,3.81,36.97
12/27/2016,23.3,38.92,117.26,3.85,37.07
12/28/2016,22.78,38.73,116.76,3.84,36.63
12/29/2016,22.27,38.64,116.73,3.78,36.66
12/30/2016,21.92,38.67,115.82,3.85,36.27
1/3/2017,22.55,38.9,116.15,3.95,36.6
1/4/2017,22.36,40.06,116.02,4.07,36.41
1/5/2017,22.11,41.34,116.61,4.06,36.35
1/6/2017,22.04,41.23,117.91,4.1,36.48
1/9/2017,22.34,41.34,118.99,4.11,36.61
1/10/2017,22.48,42.3,119.11,4.04,36.54
1/11/2017,22.79,42.59,119.75,4.05,36.95
1/12/2017,22.31,42.11,119.25,3.99,36.71
1/13/2017,22.18,42.27,119.04,3.97,36.79
1/17/2017,21.74,41.99,120,3.94,36.8
1/18/2017,22.32,42.03,119.99,3.93,36.76
1/19/2017,21.71,42.09,119.78,4.03,36.57
1/20/2017,21.96,42.05,120,4.03,36.94
1/23/2017,21.89,42.4,120.08,4.07,36.77
1/24/2017,22.85,43.9,119.97,4.11,37.62
1/25/2017,23.56,44.94,121.88,4.12,37.8
1/26/2017,23.52,44.55,121.94,4.2,37.56
1/27/2017,23.97,44.42,121.95,4.28,37.98
1/30/2017,24.18,43.93,121.63,4.22,37.42
1/31/2017,24.11,44.07,121.35,4.23,36.82
2/1/2017,24.75,43.78,128.75,4.12,36.52
2/2/2017,24.79,43.69,128.53,4.04,36.68
2/3/2017,24.6,43.71,129.08,3.99,36.52
2/6/2017,24.34,44.42,130.29,3.98,36.27
2/7/2017,24.6,44.37,131.53,4.12,36.35
2/8/2017,24.21,45.07,132.04,4.09,36.38
2/9/2017,24.45,45.08,132.42,4.14,35.46
2/10/2017,24.05,45.03,132.12,4.24,35.34
2/13/2017,23.9,45.46,133.29,4.29,35.8
2/14/2017,23.12,45.02,135.02,4.39,35.93
2/15/2017,23.02,45.65,135.51,4.38,36.05
2/16/2017,22.98,45.16,135.345,4.3,36.41
2/17/2017,23.35,45.1,135.72,4.27,36.48
2/21/2017,23.77,45.5,136.7,4.36,36.52
2/22/2017,23.75,45.98,137.11,4.39,36.07
2/23/2017,23.48,45.41,136.53,4.34,36.18
2/24/2017,23.24,45.55,136.66,4.3,36.53
2/27/2017,23.76,45.71,136.93,4.13,36.51
2/28/2017,23.44,45.66,136.99,4.11,36.2
3/1/2017,24.55,46.24,139.79,4.15,35.93
3/2/2017,24.7,45.94,138.96,4.09,35.91
3/3/2017,25.57,45.91,139.78,4.1,35.9
3/6/2017,25.71,45.64,139.34,4.05,35.57
3/7/2017,25.64,45.73,139.52,3.98,35.8
3/8/2017,25.38,45.98,139,3.98,35.62
3/9/2017,25.15,45.94,138.68,3.99,35.82
3/10/2017,25.18,45.98,139.14,3.98,35.91
3/13/2017,25.7,46.57,139.2,4.03,35.16
3/14/2017,25.58,46.37,138.99,4.05,35.18
3/15/2017,26.12,46.29,140.46,4.1,35.1
3/16/2017,26.04,46.61,140.69,4.1,35.14
3/17/2017,25.8,46.59,139.99,4.1,35.27
3/20/2017,26.21,46.77,141.46,4.06,35.43
3/21/2017,25.52,45.77,139.84,4.08,35.04
3/22/2017,26.06,46.06,141.42,4.05,35.37
3/23/2017,26.47,46.6,140.92,4.05,35.27
3/24/2017,28.43,46.4,140.64,4.1,35.16
3/27/2017,28.76,46.4,140.88,4.09,35.39
3/28/2017,28.69,46.57,143.8,3.92,35.6
3/29/2017,28.5,46.78,144.12,3.95,35.57
3/30/2017,28.97,46.62,143.93,4.05,35.75
3/31/2017,28.9,46.41,143.66,4.08,36.07
4/3/2017,28.64,46.43,143.7,3.9,36.16
4/4/2017,28.59,46.23,144.77,3.99,36.28
4/5/2017,28.26,46.38,144.02,4.01,36.22
4/6/2017,28.62,46.28,143.66,3.97,36.03
4/7/2017,28.52,46.44,143.34,3.86,36.03
4/10/2017,27.64,47.21,143.17,3.87,35.8
4/11/2017,27.18,46.79,141.63,3.95,35.74
4/12/2017,26.69,46.83,141.8,3.91,35.63
4/13/2017,26.74,46.9,141.05,3.89,35.25
4/17/2017,27.13,47.39,141.83,3.89,35.48
4/18/2017,27.14,47.56,141.2,3.95,35.765
4/19/2017,27.26,47,140.68,3.99,35.91
4/20/2017,27.96,47.67,142.44,4.09,36.18
4/21/2017,27.32,47.52,142.27,4.07,36.32
4/24/2017,26.57,48.15,143.64,4.14,36.75
4/25/2017,26.99,48.4,144.53,4.34,36.87
4/26/2017,26.79,48.26,143.68,4.24,36.93
4/27/2017,27.63,48.36,143.79,4.15,37.43
4/28/2017,27.67,48.21,143.65,4.13,36.15
5/1/2017,28.29,48.61,146.58,4.13,36.31
5/2/2017,27.77,49.09,147.51,4.16,36.97
5/3/2017,28,48.54,147.06,4.09,36.98
5/4/2017,27.79,48.45,146.53,4.04,36.85
5/5/2017,28.2,48.49,148.96,4.06,36.82
5/8/2017,28.06,48.85,153.01,4.09,36.54
5/9/2017,28.81,49.49,153.99,4.17,36.37
5/10/2017,29.32,49.4,153.26,4.15,36.01
5/11/2017,29.03,49.69,153.95,4.08,35.69
5/12/2017,28.93,49.65,156.1,4.12,35.53
5/15/2017,28.83,49.86,155.7,4.07,35.63
5/16/2017,29.02,50.96,155.47,3.99,35.82
5/17/2017,27,49.65,150.25,3.91,35.04
5/18/2017,27.48,49.63,152.54,3.84,35.22
5/19/2017,27.82,50.18,153.06,3.94,35.4
5/22/2017,28.06,50.65,153.99,3.93,35.77
5/23/2017,28.29,50.31,153.8,3.89,35.86
5/24/2017,28.99,50.32,153.34,3.87,36.12
5/25/2017,29.43,50.6,153.87,3.84,36.26
5/26/2017,29.76,50.67,153.61,3.86,36.26
5/30/2017,30.7,50.56,153.67,3.9,36.18
5/31/2017,30.77,50.32,152.76,3.88,36.11
6/1/2017,30.76,50.65,153.18,3.87,36.12
6/2/2017,31.21,50.6,155.45,3.87,36.32
6/5/2017,31.21,50.6,153.93,3.86,36.34
6/6/2017,31.57,50.5,154.45,3.84,36.13
6/7/2017,32.5,50.55,155.37,3.83,36.26
6/8/2017,32.45,55.71,154.99,3.73,36.48
6/9/2017,30.6,54.02,148.98,3.75,35.71
6/12/2017,31.2,53.12,145.42,3.87,35.73
6/13/2017,31.54,52,146.59,3.87,35.88
6/14/2017,31.06,52.63,145.16,3.79,35.53
6/15/2017,30.56,52.58,144.29,3.78,35.31
6/16/2017,29.86,52.58,142.27,3.77,35.21
6/19/2017,31.2,54.46,146.34,3.8,35.51
6/20/2017,30.83,53.81,145.01,3.74,34.86
6/21/2017,32.01,55.09,145.87,3.71,34.58
6/22/2017,31.89,54.56,145.63,3.68,34.36
6/23/2017,31.73,54.73,146.28,3.78,34.19
6/26/2017,32.5,54.31,145.82,3.84,34.07
6/27/2017,31.66,53.64,143.73,3.87,33.65
6/28/2017,32.24,54.95,145.83,3.94,34.2
6/29/2017,31.47,54.3,143.68,3.88,33.54
6/30/2017,29.86,54.48,144.02,3.91,33.74
7/3/2017,29.14,54.45,143.5,3.92,33.46
7/5/2017,30.51,55.62,144.09,3.89,34.34
7/6/2017,30.1,54.53,142.73,3.91,33.63
7/7/2017,30.2,54.55,144.18,3.92,33.88
7/10/2017,30.5,54.8,145.06,3.96,33.65
7/11/2017,31.37,55.25,145.53,3.95,33.92
7/12/2017,31.45,56.34,145.74,3.99,34.25
7/13/2017,31.13,56.46,147.77,3.96,34.24
7/14/2017,31.79,57.23,149.04,3.97,34.68
7/17/2017,31.72,57.51,149.56,3.96,34.47
7/18/2017,31.9,58.48,150.08,3.94,34.53
7/19/2017,31.82,58.36,151.02,3.95,34.56
7/20/2017,32,58.45,150.34,4.01,34.75
7/21/2017,32.01,58.16,150.27,4,34.73
7/24/2017,31.67,58.15,152.09,4.01,34.5
7/25/2017,29.9,58.07,152.74,4.03,34.67
7/26/2017,29.81,58.9,153.46,4.11,34.75
7/27/2017,30.24,58.43,150.56,4.1,34.97
7/28/2017,29.28,59.2,149.5,4.13,35.31
7/31/2017,28.12,58.4,148.73,4.09,35.47
8/1/2017,28.34,58.5,150.05,4.06,36.35
8/2/2017,28.63,57.66,157.14,4.07,36.64
8/3/2017,27.83,58.15,155.57,4.19,36.49
8/4/2017,27.92,58.51,156.39,4.18,36.3
8/7/2017,28.59,60.03,158.81,4.16,36.43
8/8/2017,28.84,59.86,160.08,4.16,36.41
8/9/2017,28.58,59.77,161.06,4.08,36.59
8/10/2017,27.49,58.03,155.32,3.96,36.14
8/11/2017,28.01,57.92,157.48,3.97,35.87
8/14/2017,29.24,58.87,159.85,3.97,36.34
8/15/2017,29.68,59.99,161.6,3.98,36
8/16/2017,30.69,60.65,160.95,4.06,35.81
8/17/2017,29.62,62.2,157.86,3.99,35.17
8/18/2017,30.38,63.07,157.5,3.96,35.01
8/21/2017,29.56,63.6,157.21,3.99,34.92
8/22/2017,30.45,65.42,159.78,4.01,34.65
8/23/2017,30.45,65.82,159.98,4.06,34.66
8/24/2017,30.22,65.5,159.27,4.08,34.71
8/25/2017,30.29,64.51,159.86,4.11,34.67
8/28/2017,31.08,63.53,161.47,4.16,34.65
8/29/2017,31.48,63.17,162.91,4.19,34.73
8/30/2017,31.61,64.16,163.35,4.17,34.89
8/31/2017,31.97,64.08,164,4.22,35.07
9/1/2017,32.6,64.05,164.05,4.19,35.09
9/5/2017,32.07,63.86,162.08,4.13,35.02
9/6/2017,32.25,63.32,161.91,4.18,35.76
9/7/2017,32.79,64.02,161.26,4.24,35.54
9/8/2017,32.45,63.58,158.63,4.18,35.19
9/11/2017,33.44,65.14,161.5,4.2,35.77
9/12/2017,34.29,65.36,160.86,4.2,36.09
9/13/2017,34.59,66.52,159.65,4.3,36.33
9/14/2017,34.58,66.08,158.28,4.4,36.48
9/15/2017,34.65,66.41,159.88,4.36,37
9/18/2017,35.43,67.11,158.67,4.2,37
9/19/2017,35.95,67.43,158.73,4.21,37.23
9/20/2017,35.97,66.92,156.07,4.18,37.07
9/21/2017,35.91,66.59,153.39,4.16,37.2
9/22/2017,36.07,67.34,151.89,4.1,37.18
9/25/2017,34.87,64.96,150.55,4.11,37.16
9/26/2017,34.18,64.45,153.14,4.16,37.47
9/27/2017,37.09,65.8,154.23,4.11,37.54
9/28/2017,37.96,65.58,153.28,4.1,37.83
9/29/2017,39.33,66.24,154.12,4.18,38.08
10/2/2017,40.01,66.51,153.81,4.16,39.04
10/3/2017,40.37,67.81,154.48,4.14,39.38
10/4/2017,39.56,67.66,153.48,4.01,39.34
10/5/2017,39.37,67.72,155.39,3.99,39.53
10/6/2017,39.67,67.85,155.3,3.96,39.63
10/9/2017,40.96,68.74,155.84,3.94,39.86
10/10/2017,41.98,68.93,155.9,3.84,39.65
10/11/2017,41.61,69.22,156.55,3.97,39.3
10/12/2017,40.58,67.91,156,3.94,39.19
10/13/2017,40.4,67.52,156.99,4.01,39.67
10/16/2017,41.49,68.04,159.88,4.03,39.76
10/17/2017,40.39,66.78,160.47,4.02,39.79
10/18/2017,41.65,67.79,159.76,4.04,40.25
10/19/2017,41.31,67.45,155.98,4.02,40.09
10/20/2017,41.5,67.51,156.25,4,40.43
10/23/2017,41.56,66.51,156.17,3.91,40.83
10/24/2017,41.6,66.61,157.1,3.91,40.95
10/25/2017,41.06,65.4,156.41,3.85,40.78
10/26/2017,40.6,65.57,157.41,3.88,41.35
10/27/2017,40.85,67.52,163.05,3.92,44.4
10/30/2017,41.65,68.86,166.72,3.85,44.37
10/31/2017,44.31,70.12,169.04,3.91,45.49
11/1/2017,44.38,70.59,166.89,3.93,46.71
11/2/2017,44.34,70.51,168.11,3.82,47.1
11/3/2017,43.71,70.23,172.5,3.81,46.34
11/6/2017,43.25,71.71,174.25,3.74,46.7
11/7/2017,43.95,72.22,174.81,3.78,46.78
11/8/2017,44.09,71.16,176.24,3.81,46.7
11/9/2017,43.5,70.19,175.88,3.79,46.3
11/10/2017,44.78,70.55,174.67,3.72,45.58
11/13/2017,45.6,70.27,173.97,3.72,45.75
11/14/2017,45.8,69.52,171.34,3.79,45.86
11/15/2017,45.36,69.43,169.08,3.82,45.46
11/16/2017,46.18,70.75,171.1,3.75,45.65
11/17/2017,46.16,71.02,170.15,3.89,44.63
11/20/2017,47.64,71.95,169.98,3.94,44.62
11/21/2017,49.4,72.85,173.14,4,44.94
11/22/2017,49.14,72.6,174.96,4.05,44.65
11/24/2017,49.68,72.93,174.97,4.12,44.75
11/27/2017,48.05,72.07,174.09,4.13,44.49
11/28/2017,47.93,71.98,173.07,4.12,44.73
11/29/2017,43.74,70.36,169.48,4.13,43.95
11/30/2017,42.39,70.06,171.85,4.04,44.84
12/1/2017,41.99,70.1,171.05,4.01,44.68
12/4/2017,39.9,68.31,169.8,3.94,44.49
12/5/2017,41.21,68.13,169.64,3.92,43.44
12/6/2017,41.58,69.41,169.01,3.85,43.45
12/7/2017,43.2,70.22,169.32,3.81,43.08
12/8/2017,43.21,71.25,169.37,3.75,43.35
12/11/2017,43.01,71.53,172.67,3.82,43.66
12/12/2017,41.86,69.77,171.7,3.88,43.33
12/13/2017,42.05,71.24,172.27,3.92,43.34
12/14/2017,42.24,69.23,172.22,3.91,43.26
12/15/2017,42.4,70.29,173.97,3.85,44.56
12/18/2017,43.71,70.14,176.42,3.85,46.26
12/19/2017,43.98,70.21,174.54,3.9,47.04
12/20/2017,45.75,70.9,174.35,3.82,47.56
12/21/2017,44.42,71.59,175.01,3.77,46.76
12/22/2017,44.12,71.58,175.01,3.82,46.7
12/26/2017,42.25,69.86,170.57,3.85,46.08
12/27/2017,42.48,70.06,170.6,3.82,46.11
12/28/2017,41.81,69.82,171.08,3.88,46.22
12/29/2017,41.12,69.85,169.23,3.84,46.16
